Entity,Year,emissions_including_land-use_change,emissions_from_land-use_change,Annual_emissions,continent
azerbaijan,1966,32793964.0,6416983.5,26376980.0,Asia
azerbaijan,1967,33293452.0,5694369.0,27599082.0,Asia
azerbaijan,1968,33935380.0,5542349.5,28393032.0,Asia
azerbaijan,1969,34220252.0,4637158.5,29583094.0,Asia
azerbaijan,1970,37608356.0,6503050.5,31105304.0,Asia
azerbaijan,1971,37919280.0,4889498.0,33029782.0,Asia
azerbaijan,1972,38997736.0,4229721.5,34768016.0,Asia
azerbaijan,1973,40358892.0,4103826.8,36255064.0,Asia
azerbaijan,1974,40988412.0,3332261.5,37656150.0,Asia
azerbaijan,1975,42731100.0,3133489.5,39597612.0,Asia
azerbaijan,1976,43935820.0,2809958.2,41125860.0,Asia
azerbaijan,1977,44740956.0,2211224.0,42529732.0,Asia
azerbaijan,1978,46166668.0,2164581.2,44002090.0,Asia
azerbaijan,1979,46249012.0,1878569.4,44370444.0,Asia
azerbaijan,1980,49774464.0,3664696.2,46109770.0,Asia
azerbaijan,1981,47831170.0,2569599.8,45261570.0,Asia
azerbaijan,1982,48422388.0,2303703.5,46118684.0,Asia
azerbaijan,1983,48762116.0,1977643.9,46784470.0,Asia
azerbaijan,1984,49305750.0,2096357.6,47209396.0,Asia
azerbaijan,1985,52849640.0,1951373.1,50898268.0,Asia
azerbaijan,1986,55012210.0,1893811.8,53118396.0,Asia
azerbaijan,1987,51128980.0,1523674.5,49605304.0,Asia
azerbaijan,1988,51969684.0,957366.6,51012316.0,Asia
azerbaijan,1989,51284750.0,641566.4,50643184.0,Asia
azerbaijan,1990,52388976.0,1237772.5,51151204.0,Asia
azerbaijan,1991,51795944.0,2043742.5,49752200.0,Asia
azerbaijan,1992,58476710.0,2302311.0,56174400.0,Asia
azerbaijan,1993,51139916.0,2733820.2,48406096.0,Asia
azerbaijan,1994,45334056.0,3389200.0,41944856.0,Asia
azerbaijan,1995,37254708.0,3945358.5,33309350.0,Asia
azerbaijan,1996,36529900.0,5287591.5,31242310.0,Asia
azerbaijan,1997,35409390.0,5566495.5,29842898.0,Asia
azerbaijan,1998,35310924.0,3526050.5,31784872.0,Asia
azerbaijan,1999,32825028.0,4003433.0,28821594.0,Asia
azerbaijan,2000,32931006.0,3165696.0,29765310.0,Asia
azerbaijan,2001,31173610.0,2758149.2,28415460.0,Asia
azerbaijan,2002,31326102.0,2755767.8,28570334.0,Asia
azerbaijan,2003,32663268.0,2175683.2,30487584.0,Asia
azerbaijan,2004,34697950.0,2444914.0,32253040.0,Asia
azerbaijan,2005,36662030.0,2468473.5,34193560.0,Asia
azerbaijan,2006,37136496.0,2614667.0,34521828.0,Asia
azerbaijan,2007,32623130.0,2586344.2,30036786.0,Asia
azerbaijan,2008,35774508.0,2737997.2,33036510.0,Asia
azerbaijan,2009,31872376.0,2769800.8,29102576.0,Asia
azerbaijan,2010,30075380.0,2526328.0,27549052.0,Asia
azerbaijan,2011,33056956.0,2847147.8,30209808.0,Asia
azerbaijan,2012,36876144.0,4102800.8,32773342.0,Asia
azerbaijan,2013,36694724.0,3139498.5,33555224.0,Asia
azerbaijan,2014,37602210.0,3253778.5,34348428.0,Asia
azerbaijan,2015,40577304.0,5894350.0,34682950.0,Asia
azerbaijan,2016,44236216.0,9508886.0,34727330.0,Asia
azerbaijan,2017,40491830.0,5884787.0,34607044.0,Asia
azerbaijan,2018,41630348.0,7054519.0,34575828.0,Asia
azerbaijan,2019,45221396.0,7483500.0,37737896.0,Asia
azerbaijan,2020,43746424.0,7597194.5,36149228.0,Asia
azerbaijan,2021,46237640.0,7904018.0,38333620.0,Asia
azerbaijan,2022,46217292.0,8154635.0,38062656.0,Asia
bahamas,1950,255124.33,200164.33,54960.0,North America
bahamas,1951,270696.3,204744.31,65952.0,North America
bahamas,1952,291617.75,214673.75,76944.0,North America
bahamas,1953,306420.3,225812.31,80608.0,North America
bahamas,1954,320893.12,236621.12,84272.0,North America
bahamas,1955,380726.25,252486.25,128240.01,North America
bahamas,1956,408316.16,269084.16,139232.0,North America
bahamas,1957,465840.97,289968.97,175872.0,North America
bahamas,1958,487605.12,308069.12,179536.0,North America
bahamas,1959,590783.4,330639.38,260144.0,North America
bahamas,1960,683702.4,273334.4,410368.0,North America
bahamas,1961,771968.1,226032.16,545936.0,North America
bahamas,1962,980449.75,254977.77,725472.0,North America
bahamas,1963,901637.1,194485.12,707152.0,North America
bahamas,1964,1343442.2,258898.25,1084544.0,North America
bahamas,1965,1540125.8,224749.77,1315376.0,North America
bahamas,1966,1302478.8,210606.72,1091872.0,North America
bahamas,1967,1875768.8,174772.8,1700996.0,North America
bahamas,1968,1790104.5,162388.47,1627716.0,North America
bahamas,1969,1909200.1,168434.08,1740766.0,North America
bahamas,1970,2702396.0,133626.08,2568770.0,North America
bahamas,1971,6827547.0,103801.12,6723746.0,North America
bahamas,1972,6564910.5,83612.48,6481298.0,North America
bahamas,1973,7884655.5,21910.719,7862745.0,North America
bahamas,1984,1887179.9,33195.84,1853984.0,North America
bahamas,1995,1843724.8,4396.8003,1839328.0,North America
bahamas,1996,1828372.6,14692.64,1813680.0,North America
bahamas,1997,1629783.9,21287.84,1608496.0,North America
bahamas,1999,2133657.0,100137.12,2033520.0,North America
bahamas,2008,2185686.0,269413.94,1916272.0,North America
bahamas,2009,2267356.5,112924.484,2154432.0,North America
bahrain,1933,11028.64,36.64,10992.0,Asia
bahrain,1934,120948.64,36.64,120912.0,Asia
bahrain,1935,531316.6,36.64,531280.0,Asia
bahrain,1936,1949284.6,36.64,1949248.0,Asia
bahrain,1937,3253668.8,36.64,3253632.0,Asia
bahrain,1938,3477172.8,36.64,3477136.0,Asia
bahrain,1939,3184052.8,36.64,3184016.0,Asia
bahrain,1940,2967876.8,36.64,2967840.0,Asia
bahrain,1941,2850628.8,36.64,2850592.0,Asia
bahrain,1942,2616132.8,36.64,2616096.0,Asia
bahrain,1943,2759028.8,36.64,2758992.0,Asia
bahrain,1944,2817652.8,36.64,2817616.0,Asia
bahrain,1945,3063140.8,36.64,3063104.0,Asia
bahrain,1946,3359924.8,36.64,3359888.0,Asia
bahrain,1947,3949828.8,36.64,3949792.0,Asia
bahrain,1948,4576372.5,36.64,4576336.0,Asia
bahrain,1949,4609348.5,36.64,4609312.0,Asia
bahrain,1950,1381364.6,36.64,1381328.0,Asia
bahrain,1951,1176180.6,36.64,1176144.0,Asia
bahrain,1952,1286100.6,36.64,1286064.0,Asia
bahrain,1953,996644.6,36.64,996608.0,Asia
bahrain,1954,1044313.25,73.28,1044240.0,Asia
bahrain,1955,1403385.2,73.28,1403312.0,Asia
bahrain,1956,1055305.2,73.28,1055232.0,Asia
bahrain,1957,754857.25,73.28,754784.0,Asia
bahrain,1958,1289801.2,73.28,1289728.0,Asia
bahrain,1959,1311748.6,36.64,1311712.0,Asia
bahrain,1960,575248.0,0.0,575248.0,Asia
bahrain,1969,1271408.0,0.0,1271408.0,Asia
bahrain,1970,2590448.0,0.0,2590448.0,Asia
bahrain,1971,3037456.0,0.0,3037456.0,Asia
bahrain,1972,3678656.0,0.0,3678656.0,Asia
bahrain,1973,5517984.0,0.0,5517984.0,Asia
bahrain,1974,5401066.0,329.76,5400736.0,Asia
bahrain,1975,5749695.5,879.36,5748816.0,Asia
bahrain,1976,6569955.0,403.04,6569552.0,Asia
bahrain,1977,7463788.0,219.84,7463568.0,Asia
bahrain,1978,7760462.0,109.92,7760352.0,Asia
bahrain,1979,8126862.0,109.92,8126752.0,Asia
bahrain,1986,11003175.0,183.2,11002992.0,Asia
bahrain,1987,11420798.0,109.92,11420688.0,Asia
bahrain,1988,12142632.0,73.28,12142559.0,Asia
bahrain,1989,11716966.0,219.84,11716746.0,Asia
bahrain,1990,11555876.0,146.56,11555729.0,Asia
bahrain,1991,11391773.0,549.60004,11391223.0,Asia
bahrain,1992,10492883.0,366.4,10492517.0,Asia
bahrain,1993,16840256.0,293.12,16839962.0,Asia
bahrain,1994,14443198.0,183.2,14443015.0,Asia
bahrain,1995,14823264.0,146.56,14823117.0,Asia
bahrain,1996,16018754.0,109.92,16018644.0,Asia
bahrain,1997,17288932.0,73.28,17288858.0,Asia
bahrain,1998,18366868.0,512.96,18366356.0,Asia
bahrain,1999,18315050.0,219.84,18314830.0,Asia
bahrain,2000,19233948.0,183.2,19233764.0,Asia
bahrain,2001,15375076.0,183.2,15374893.0,Asia
bahrain,2002,15868123.0,109.92,15868013.0,Asia
bahrain,2003,16769564.0,73.28,16769491.0,Asia
bahrain,2004,17883614.0,109.92,17883504.0,Asia
bahrain,2005,19804126.0,73.28,19804052.0,Asia
bahrain,2006,19421186.0,36.64,19421150.0,Asia
bahrain,2007,26771160.0,36.64,26771124.0,Asia
bahrain,2008,29681392.0,73.28,29681318.0,Asia
bahrain,2009,28098254.0,183.2,28098070.0,Asia
bahrain,2010,29075546.0,109.92,29075436.0,Asia
bahrain,2011,28467756.0,109.92,28467646.0,Asia
bahrain,2012,27119100.0,109.92,27118990.0,Asia
bahrain,2013,31157732.0,73.28,31157658.0,Asia
bahrain,2014,30899802.0,73.28,30899728.0,Asia
bahrain,2015,32459726.0,73.28,32459652.0,Asia
bahrain,2016,31559578.0,73.28,31559504.0,Asia
bahrain,2017,32835256.0,73.28,32835182.0,Asia
bahrain,2018,32636984.0,36.64,32636948.0,Asia
bahrain,2019,37583170.0,36.64,37583132.0,Asia
bahrain,2020,37395988.0,36.64,37395950.0,Asia
bahrain,2021,38122500.0,36.64,38122464.0,Asia
bahrain,2022,37795708.0,36.64,37795670.0,Asia
bangladesh,1946,20034172.0,19916698.0,117474.0,Asia
bangladesh,1947,21179776.0,21058292.0,121485.0,Asia
bangladesh,1948,20934640.0,20800564.0,134077.0,Asia
bangladesh,1949,20353920.0,20163688.0,190233.0,Asia
bangladesh,1950,29105400.0,28112332.0,993068.0,Asia
bangladesh,1951,33444248.0,32217954.0,1226293.0,Asia
bangladesh,1952,37205224.0,35910170.0,1295057.0,Asia
bangladesh,1953,40360132.0,39042156.0,1317977.0,Asia
bangladesh,1954,43772780.0,42434176.0,1338604.0,Asia
bangladesh,1955,47462520.0,46083228.0,1379291.0,Asia
bangladesh,1956,51554424.0,49920132.0,1634291.0,Asia
bangladesh,1957,54548410.0,52859690.0,1688719.0,Asia
bangladesh,1958,57418364.0,55522204.0,1896161.0,Asia
bangladesh,1959,57712748.0,55872740.0,1840007.0,Asia
bangladesh,1960,62099836.0,59887932.0,2211905.0,Asia
bangladesh,1961,52293530.0,50003120.0,2290410.0,Asia
bangladesh,1962,46008764.0,43492010.0,2516756.0,Asia
bangladesh,1963,43633770.0,40740530.0,2893242.0,Asia
bangladesh,1964,45482252.0,42507640.0,2974612.0,Asia
bangladesh,1965,41719270.0,38597970.0,3121306.0,Asia
bangladesh,1966,40881910.0,37705600.0,3176314.0,Asia
bangladesh,1967,37796550.0,34425410.0,3371142.0,Asia
bangladesh,1968,36944296.0,33078630.0,3865666.0,Asia
bangladesh,1969,36970744.0,33221416.0,3749327.0,Asia
bangladesh,1970,36035732.0,32232536.0,3803195.0,Asia
bangladesh,1971,47171524.0,43565692.0,3605832.0,Asia
bangladesh,1972,37528176.0,34022256.0,3505921.0,Asia
bangladesh,1973,31174186.0,26624492.0,4549694.0,Asia
bangladesh,1974,27394432.0,22741348.0,4653084.0,Asia
bangladesh,1975,24331688.0,19474966.0,4856723.0,Asia
bangladesh,1976,22643228.0,17087430.0,5555798.0,Asia
bangladesh,1977,21447952.0,15663197.0,5784754.0,Asia
bangladesh,1978,20366868.0,14382446.0,5984423.0,Asia
bangladesh,1979,20226168.0,13613519.0,6612648.0,Asia
bangladesh,1980,20439612.0,12842393.0,7597219.0,Asia
bangladesh,1981,20123346.0,12237210.0,7886136.0,Asia
bangladesh,1982,19383364.0,10831077.0,8552288.0,Asia
bangladesh,1983,21588300.0,13400018.0,8188282.0,Asia
bangladesh,1984,23281644.0,14204485.0,9077160.0,Asia
bangladesh,1985,26158558.0,15969397.0,10189161.0,Asia
bangladesh,1986,27621900.0,16216094.0,11405807.0,Asia
bangladesh,1987,35233720.0,23433992.0,11799727.0,Asia
bangladesh,1988,33375904.0,19897462.0,13478441.0,Asia
bangladesh,1989,28702132.0,15319770.0,13382363.0,Asia
bangladesh,1990,26187928.0,12106333.0,14081596.0,Asia
bangladesh,1996,30611230.0,9118414.0,21492816.0,Asia
bangladesh,1997,31256688.0,8130819.0,23125868.0,Asia
bangladesh,1998,31419192.0,8221393.0,23197800.0,Asia
bangladesh,1999,30238516.0,5163529.0,25074988.0,Asia
bangladesh,2000,32244664.0,5720053.5,26524610.0,Asia
bangladesh,2001,36242440.0,5207533.5,31034908.0,Asia
bangladesh,2002,36635624.0,4654379.5,31981244.0,Asia
bangladesh,2003,38716036.0,5256741.0,33459294.0,Asia
bangladesh,2004,40852864.0,4907451.5,35945412.0,Asia
bangladesh,2005,41467284.0,3790701.0,37676584.0,Asia
bangladesh,2006,46142064.0,4452896.0,41689170.0,Asia
bangladesh,2007,48168724.0,5526594.5,42642130.0,Asia
bangladesh,2008,51789704.0,6488834.0,45300870.0,Asia
bangladesh,2009,54793452.0,5645381.5,49148070.0,Asia
bangladesh,2010,57330890.0,3339333.0,53991556.0,Asia
bangladesh,2011,61517180.0,4960836.0,56556344.0,Asia
bangladesh,2012,67137130.0,6429330.5,60707800.0,Asia
bangladesh,2013,66958150.0,5159168.5,61798984.0,Asia
bangladesh,2014,72236040.0,6227041.5,66008996.0,Asia
bangladesh,2015,80893500.0,7735950.0,73157550.0,Asia
bangladesh,2016,82985930.0,6782650.5,76203280.0,Asia
bangladesh,2017,88471464.0,7729684.5,80741780.0,Asia
bangladesh,2018,90503720.0,7948022.0,82555700.0,Asia
bangladesh,2019,109036460.0,8244586.0,100791880.0,Asia
bangladesh,2020,102089570.0,8474612.0,93614960.0,Asia
bangladesh,2021,107402750.0,8642460.0,98760296.0,Asia
bangladesh,2022,110902584.0,8799243.0,102103340.0,Asia
barbados,1928,27626.56,23962.56,3664.0,North America
barbados,1929,27699.84,24035.84,3664.0,North America
barbados,1930,34258.4,26930.4,7328.0,North America
barbados,1931,31473.76,27809.76,3664.0,North America
barbados,1932,32023.36,28359.36,3664.0,North America
barbados,1933,32279.84,28615.84,3664.0,North America
barbados,1934,32646.24,28982.24,3664.0,North America
barbados,1939,33379.04,29715.04,3664.0,North America
barbados,1947,47925.12,44261.12,3664.0,North America
barbados,1948,48254.88,44590.88,3664.0,North America
barbados,1949,48621.28,44957.28,3664.0,North America
barbados,1950,215626.39,142346.39,73280.0,North America
barbados,1951,264943.84,155023.84,109920.0,North America
barbados,1952,234715.83,146779.83,87936.0,North America
barbados,1953,238269.92,128349.92,109920.0,North America
barbados,1954,220792.64,107208.64,113584.0,North America
barbados,1955,213428.0,85188.0,128240.01,North America
barbados,1956,194301.94,66061.92,128240.01,North America
barbados,1957,186644.16,51076.16,135568.0,North America
barbados,1958,191700.47,41476.477,150224.0,North America
barbados,1959,192836.31,42612.32,150224.0,North America
barbados,1960,205293.92,33085.92,172208.0,North America
barbados,1961,224603.2,30411.2,194192.0,North America
barbados,1962,287807.2,27663.201,260144.0,North America
barbados,1963,217531.69,27003.68,190528.0,North America
barbados,1964,204194.72,24658.72,179536.0,North America
barbados,1965,229000.0,23816.0,205184.0,North America
barbados,1966,290115.53,22643.52,267472.0,North America
barbados,1967,356653.75,19565.76,337088.0,North America
barbados,1968,458842.72,19162.719,439680.0,North America
barbados,1969,500465.75,20481.76,479984.0,North America
barbados,1970,452174.25,23486.24,428688.0,North America
barbados,1971,509039.53,25391.521,483648.0,North America
barbados,1972,528971.7,27003.68,501968.03,North America
barbados,1973,506804.47,26820.479,479984.0,North America
barbados,1974,517943.03,26967.041,490976.0,North America
barbados,1975,594300.8,26380.799,567920.0,North America
barbados,1976,555865.44,24585.44,531280.0,North America
barbados,1977,613390.25,23486.24,589904.0,North America
barbados,1978,656515.5,26307.521,630208.0,North America
barbados,1979,622623.5,21727.52,600896.0,North America
barbados,1980,686487.06,12311.04,674176.0,North America
barbados,1981,693338.75,8170.7197,685168.0,North America
barbados,1982,651349.25,6485.28,644864.0,North America
barbados,1983,690004.5,4836.48,685168.0,North America
barbados,1984,750402.5,3407.52,746995.0,North America
barbados,1985,846187.3,476.32,845711.0,North America
barbados,1990,1282703.9,7437.9204,1275266.0,North America
barbados,1991,1427628.1,9453.12,1418175.0,North America
barbados,1992,1369924.5,8097.4404,1361827.0,North America
barbados,1993,1104792.2,7914.2397,1096878.0,North America
barbados,1994,1169718.1,6192.1597,1163526.0,North America
barbados,1995,1286216.0,3260.9602,1282955.0,North America
barbados,1996,1340287.4,1282.3999,1339005.0,North America
barbados,1997,1545887.4,5459.3604,1540428.0,North America
barbados,2008,2087474.0,6008.96,2081465.0,North America
belarus,1850,39620460.0,39617292.0,3167.0,Europe
belarus,1855,39222428.0,39212824.0,9604.0,Europe
belarus,1858,39711496.0,39698012.0,13486.0,Europe
belarus,1859,39930028.0,39915724.0,14304.0,Europe
belarus,1860,39890476.0,39871576.0,18901.0,Europe
belarus,1861,39846160.0,39822148.0,24010.0,Europe
belarus,1862,40191960.0,40170300.0,21660.0,Europe
belarus,1863,40107864.0,40085184.0,22681.0,Europe
belarus,1864,40120850.0,40095410.0,25440.0,Europe
belarus,1865,39890980.0,39866664.0,24316.0,Europe
belarus,1866,40107828.0,40030996.0,76831.0,Europe
belarus,1867,40236196.0,40148024.0,88171.0,Europe
belarus,1868,40443012.0,40369656.0,73357.0,Europe
belarus,1869,40660324.0,40560812.0,99512.0,Europe
belarus,1870,40777220.0,40669228.0,107992.0,Europe
belarus,1871,40967960.0,40822164.0,145794.0,Europe
belarus,1872,41195012.0,41045336.0,149677.0,Europe
belarus,1873,41046916.0,40906436.0,140481.0,Europe
belarus,1874,41468124.0,41297604.0,170519.0,Europe
belarus,1875,41123364.0,40927100.0,196265.0,Europe
belarus,1876,41551828.0,41308156.0,243671.0,Europe
belarus,1877,41065640.0,40816960.0,248678.0,Europe
belarus,1878,41728892.0,41403896.0,324997.0,Europe
belarus,1879,41952044.0,41618570.0,333477.0,Europe
belarus,1880,42029264.0,41638064.0,391202.0,Europe
belarus,1881,41966384.0,41554340.0,412045.0,Europe
belarus,1882,41696476.0,41262464.0,434011.0,Europe
belarus,1883,41899856.0,41405870.0,493984.0,Europe
belarus,1884,42435440.0,41933896.0,501544.0,Europe
belarus,1885,42447504.0,41901212.0,546294.0,Europe
belarus,1886,42746160.0,42185868.0,560291.0,Europe
belarus,1887,42797880.0,42204996.0,592883.0,Europe
belarus,1888,42704156.0,42085732.0,618425.0,Europe
belarus,1889,43476070.0,42808200.0,667874.0,Europe
belarus,1890,43142052.0,42385700.0,756352.0,Europe
belarus,1891,43028680.0,42195904.0,832774.0,Europe
belarus,1892,42761540.0,41880030.0,881508.0,Europe
belarus,1893,42923412.0,41890184.0,1033228.06,Europe
belarus,1894,43182764.0,42130430.0,1052333.0,Europe
belarus,1895,43086630.0,41877468.0,1209162.0,Europe
belarus,1896,43019064.0,41788140.0,1230923.0,Europe
belarus,1897,43218196.0,41794990.0,1423204.0,Europe
belarus,1898,43884268.0,42288092.0,1596175.0,Europe
belarus,1899,44232304.0,42380610.0,1851698.0,Europe
belarus,1900,44767244.0,42669628.0,2097617.0,Europe
belarus,1901,45391012.0,43237508.0,2153503.0,Europe
belarus,1902,44766270.0,42686332.0,2079942.0,Europe
belarus,1903,44769348.0,42734770.0,2034579.0,Europe
belarus,1904,44890396.0,42626756.0,2263640.0,Europe
belarus,1905,45342290.0,43321708.0,2020582.0,Europe
belarus,1906,45514264.0,43209550.0,2304712.0,Europe
belarus,1907,45689250.0,43107764.0,2581486.0,Europe
belarus,1908,45694824.0,43097504.0,2597322.0,Europe
belarus,1909,45898724.0,43156936.0,2741788.0,Europe
belarus,1910,44389324.0,41700460.0,2688865.0,Europe
belarus,1911,44036932.0,41249170.0,2787764.0,Europe
belarus,1912,44037610.0,40879690.0,3157919.0,Europe
belarus,1913,44491412.0,41060908.0,3430504.0,Europe
belarus,1914,44118212.0,41022104.0,3096108.0,Europe
belarus,1915,43666100.0,40824290.0,2841811.0,Europe
belarus,1916,43485704.0,40456824.0,3028881.0,Europe
belarus,1917,43328290.0,40540730.0,2787559.0,Europe
belarus,1918,41333910.0,40222220.0,1111693.0,Europe
belarus,1919,41119776.0,40170224.0,949552.0,Europe
belarus,1920,41646124.0,40780250.0,865876.0,Europe
belarus,1921,41787276.0,40848250.0,939029.0,Europe
belarus,1922,42160750.0,41015548.0,1145204.0,Europe
belarus,1923,41987000.0,40721950.0,1265048.0,Europe
belarus,1924,41935250.0,40428064.0,1507186.0,Europe
belarus,1925,42481504.0,40993932.0,1487570.0,Europe
belarus,1926,42636350.0,40481010.0,2155342.0,Europe
belarus,1927,43443350.0,40763684.0,2679670.0,Europe
belarus,1928,43700260.0,40730896.0,2969363.0,Europe
belarus,1929,43911670.0,40712210.0,3199466.0,Europe
belarus,1930,46195416.0,41837564.0,4357852.0,Europe
belarus,1931,46809908.0,41574308.0,5235599.0,Europe
belarus,1932,47640600.0,41746628.0,5893972.0,Europe
belarus,1933,47969764.0,41383376.0,6586388.0,Europe
belarus,1934,50234976.0,42270652.0,7964323.0,Europe
belarus,1935,50783160.0,41772456.0,9010702.0,Europe
belarus,1936,52423624.0,42096690.0,10326938.0,Europe
belarus,1937,52405680.0,41842588.0,10563090.0,Europe
belarus,1938,53709670.0,42560364.0,11149309.0,Europe
belarus,1939,53756704.0,42470704.0,11286001.0,Europe
belarus,1940,53677852.0,40152200.0,13525651.0,Europe
belarus,1941,50961300.0,39073260.0,11888040.0,Europe
belarus,1942,45452920.0,38977596.0,6475324.0,Europe
belarus,1943,46040024.0,39282000.0,6758023.0,Europe
belarus,1944,48384584.0,38584190.0,9800390.0,Europe
belarus,1945,47907692.0,37545630.0,10362061.0,Europe
belarus,1946,48885276.0,37249616.0,11635659.0,Europe
belarus,1947,50910824.0,36904172.0,14006652.0,Europe
belarus,1948,51327310.0,36430130.0,14897184.0,Europe
belarus,1949,53141630.0,36208268.0,16933366.0,Europe
belarus,1950,48187450.0,29321966.0,18865480.0,Europe
belarus,1951,47384464.0,26945020.0,20439446.0,Europe
belarus,1952,47725530.0,25835266.0,21890260.0,Europe
belarus,1953,47760616.0,24600462.0,23160154.0,Europe
belarus,1954,51667204.0,26377208.0,25289996.0,Europe
belarus,1955,56717144.0,28038356.0,28678786.0,Europe
belarus,1956,61538830.0,30080818.0,31458016.0,Europe
belarus,1957,66334944.0,31905306.0,34429640.0,Europe
belarus,1958,69585570.0,32826582.0,36758984.0,Europe
belarus,1959,72118490.0,33465952.0,38652536.0,Europe
belarus,1960,68081600.0,27828152.0,40253452.0,Europe
belarus,1961,86072380.0,44540756.0,41531624.0,Europe
belarus,1962,72299490.0,28679740.0,43619750.0,Europe
belarus,1963,72131160.0,25335350.0,46795810.0,Europe
belarus,1964,73844950.0,24066910.0,49778040.0,Europe
belarus,1965,74340480.0,21528822.0,52811660.0,Europe
belarus,1966,76604504.0,20822072.0,55782430.0,Europe
belarus,1967,78548390.0,20188090.0,58360304.0,Europe
belarus,1968,81127090.0,21098082.0,60029004.0,Europe
belarus,1969,81787300.0,19249228.0,62538064.0,Europe
belarus,1970,92906630.0,27108544.0,65798090.0,Europe
belarus,1971,91044800.0,21212436.0,69832370.0,Europe
belarus,1972,93141440.0,19648822.0,73492616.0,Europe
belarus,1973,98493304.0,21873310.0,76619990.0,Europe
belarus,1974,99124740.0,19561142.0,79563590.0,Europe
belarus,1975,103572020.0,19934542.0,83637470.0,Europe
belarus,1976,106666904.0,19848914.0,86817990.0,Europe
belarus,1977,108084984.0,18339968.0,89745016.0,Europe
belarus,1978,110485460.0,17657770.0,92827690.0,Europe
belarus,1979,111890940.0,18328720.0,93562220.0,Europe
belarus,1980,122562180.0,25359606.0,97202570.0,Europe
belarus,1981,115988904.0,20616448.0,95372456.0,Europe
belarus,1982,116976584.0,19832866.0,97143720.0,Europe
belarus,1983,116991980.0,18490668.0,98501310.0,Europe
belarus,1984,118183910.0,18843952.0,99339960.0,Europe
belarus,1985,125589250.0,18525916.0,107063336.0,Europe
belarus,1986,140559980.0,19008430.0,121551550.0,Europe
belarus,1987,129967470.0,17476950.0,112490520.0,Europe
belarus,1988,130374490.0,16067226.0,114307260.0,Europe
belarus,1989,124581656.0,15440023.0,109141630.0,Europe
belarus,1990,124029470.0,15684412.0,108345060.0,Europe
belarus,1991,111018456.0,6946797.5,104071656.0,Europe
belarus,1992,101952490.0,8469519.0,93482970.0,Europe
belarus,1993,91822100.0,11260278.0,80561816.0,Europe
belarus,1994,87564380.0,19684986.0,67879400.0,Europe
belarus,1995,74128940.0,13223303.0,60905644.0,Europe
belarus,1996,72866270.0,11131488.0,61734784.0,Europe
belarus,1997,72704620.0,11116210.0,61588412.0,Europe
belarus,1998,74968600.0,14895149.0,60073450.0,Europe
belarus,1999,73266220.0,15300718.0,57965508.0,Europe
belarus,2000,58219084.0,3313098.8,54905984.0,Europe
belarus,2001,54847060.0,844075.7,54002984.0,Europe
belarus,2002,54541660.0,697515.6,53844144.0,Europe
belarus,2003,56161024.0,1073039.0,55087984.0,Europe
belarus,2004,60832510.0,2578979.8,58253532.0,Europe
belarus,2005,63158844.0,3848555.5,59310290.0,Europe
belarus,2006,63528028.0,1784441.2,61743588.0,Europe
belarus,2007,64390740.0,4172600.0,60218140.0,Europe
belarus,2008,68231360.0,5394947.0,62836412.0,Europe
belarus,2009,64916250.0,4338506.0,60577744.0,Europe
belarus,2010,66616436.0,4171317.5,62445120.0,Europe
belarus,2011,64040610.0,2733014.2,61307590.0,Europe
belarus,2012,65176896.0,2631631.5,62545264.0,Europe
belarus,2013,67814800.0,3689245.2,64125556.0,Europe
belarus,2014,66431424.0,2782551.5,63648870.0,Europe
belarus,2015,62222110.0,3423201.8,58798910.0,Europe
belarus,2016,62151330.0,4016843.2,58134484.0,Europe
belarus,2017,63057870.0,3676018.0,59381852.0,Europe
belarus,2018,65389936.0,3233003.8,62156932.0,Europe
belarus,2019,65185720.0,3089374.8,62096344.0,Europe
belarus,2020,62399276.0,3343729.8,59055548.0,Europe
belarus,2021,64023984.0,3085784.2,60938200.0,Europe
belarus,2022,61927804.0,3126674.2,58801130.0,Europe
belgium,1850,13898322.0,4566113.5,9332208.0,Europe
belgium,1851,14718508.0,4550907.5,10167600.0,Europe
belgium,1852,15710976.0,4301279.5,11409696.0,Europe
belgium,1853,16463891.0,4676803.0,11787088.0,Europe
belgium,1854,17982692.0,4924196.0,13058496.0,Europe
belgium,1855,17849836.0,4472571.5,13377264.0,Europe
belgium,1856,18078908.0,4866524.5,13212384.0,Europe
belgium,1857,18818012.0,5063355.0,13754656.0,Europe
belgium,1858,19218560.0,4767743.0,14450816.0,Europe
belgium,1859,19065880.0,4168056.5,14897824.0,Europe
belgium,1860,20308124.0,5095195.0,15212928.0,Europe
belgium,1861,21376436.0,4917747.5,16458689.0,Europe
belgium,1862,20822878.0,4477774.5,16345104.0,Europe
belgium,1863,21719568.0,4491441.0,17228128.0,Europe
belgium,1864,22606514.0,4524673.5,18081840.0,Europe
belgium,1865,23179784.0,4119655.0,19060128.0,Europe
belgium,1866,24498200.0,3968808.0,20529392.0,Europe
belgium,1867,27019508.0,4786356.5,22233152.0,Europe
belgium,1868,24636260.0,4535555.5,20100704.0,Europe
belgium,1869,26279966.0,4629390.5,21650576.0,Europe
belgium,1870,30306630.0,5559973.5,24746656.0,Europe
belgium,1871,29557122.0,5840049.5,23717072.0,Europe
belgium,1872,31325698.0,5736322.0,25589376.0,Europe
belgium,1873,34477910.0,6371366.0,28106544.0,Europe
belgium,1874,32689952.0,6774479.5,25915472.0,Europe
